Account,AccountDesc,TransDesc,Debit,Credit,Period,JnlNo,JnlDesc,Amount,JnlPrep,JnlAuth,JnlDateTime
00-80-8027,Other Stock Costs,ZZZ,0.00,12123.14,2019-4,157,,-12123.14,HV09,AM04,30/04/2019 13:37
00-20-2011,Inventory Adjustment,495,16925.14,0.00,2019-4,157,,16925.14,HV09,AM04,30/04/2019 13:37
00-80-8027,Other Stock Costs,ZZZ,0.00,16925.14,2019-4,157,,-16925.14,HV09,AM04,30/04/2019 13:37
00-70-7019,Misc. Consumables,16,0.00,12.50,2019-4,158,,-12.50,CH20,AS13,30/04/2019 08:43
00-60-6017,Additional Shipping Costs,16,12.50,0.00,2019-4,158,,12.50,CH20,AS13,30/04/2019 08:43
00-70-7026,Bank Fees,168,7.97,0.00,2019-4,159,,7.97,AM04,CH20,30/04/2019 11:41
00-80-8041,Cash Account,CVCVCV,442.40,0.00,2019-4,159,,442.40,AM04,CH20,30/04/2019 11:41
00-80-8048,Expenses Control Account,168,0.00,450.37,2019-4,159,,-450.37,AM04,CH20,30/04/2019 11:41
00-70-7022,Forex - Realised Diff,1205,2.77,0.00,2019-1,16,,2.77,CH20,SD19,31/01/2019 09:29
00-80-8034,Forex Pending,XXXX,0.00,2.77,2019-1,16,,-2.77,CH20,SD19,31/01/2019 09:29
00-70-7023,Forex - Realised Diff,1221,0.00,0.97,2019-1,16,,-0.97,CH20,SD19,31/01/2019 09:29
00-80-8034,Forex Pending,XXXX,0.97,0.00,2019-1,16,,0.97,CH20,SD19,31/01/2019 09:29
00-80-8034,Forex Pending,XXXX,0.00,5.58,2019-1,16,,-5.58,CH20,SD19,31/01/2019 09:29
00-70-7022,Forex - Realised Diff,302,5.58,0.00,2019-1,16,,5.58,CH20,SD19,31/01/2019 09:29
00-80-8040,Forex Holding Account,123,25.35,0.00,2019-1,16,,25.35,CH20,SD19,31/01/2019 09:29
00-70-7022,Forex - Realised Diff,123,0.00,25.35,2019-1,16,,-25.35,CH20,SD19,31/01/2019 09:29
00-80-8039,Forex Holding Account,447,0.00,136.39,2019-1,16,,-136.39,CH20,SD19,31/01/2019 09:29
00-70-7022,Forex - Realised Diff,447,136.39,0.00,2019-1,16,,136.39,CH20,SD19,31/01/2019 09:29
00-80-8037,Forex Holding Account,849,0.00,1382.53,2019-1,16,,-1382.53,CH20,SD19,31/01/2019 09:29
00-70-7022,Forex - Realised Diff,849,1382.53,0.00,2019-1,16,,1382.53,CH20,SD19,31/01/2019 09:29
00-80-8038,Forex Holding Account,301,0.00,1622.65,2019-1,16,,-1622.65,CH20,SD19,31/01/2019 09:29
00-70-7022,Forex - Realised Diff,301,1622.65,0.00,2019-1,16,,1622.65,CH20,SD19,31/01/2019 09:29
00-80-8036,Forex Holding Account,1208,0.00,4144.77,2019-1,16,,-4144.77,CH20,SD19,31/01/2019 09:29
00-70-7023,Forex - Realised Diff,1208,4144.77,0.00,2019-1,16,,4144.77,CH20,SD19,31/01/2019 09:29
00-80-8035,Forex Holding Account,1204,0.00,4162.38,2019-1,16,,-4162.38,CH20,SD19,31/01/2019 09:29
00-70-7022,Forex - Realised Diff,1204,4162.38,0.00,2019-1,16,,4162.38,CH20,SD19,31/01/2019 09:29
00-80-8033,Provision for Sales Schemes,ZZX,0.00,284087.49,2019-4,160,Reversed By Jnl 2019-11 Journal No. 237,-284087.49,AS13,TC01,30/04/2019 10:47
00-10-1002,Provisions - Trade Sales,XXX,284087.49,0.00,2019-4,160,Reversed By Jnl 2019-11 Journal No. 237,284087.49,AS13,TC01,30/04/2019 10:47
00-80-8033,Provision for Sales Schemes,ZZX,0.00,320497.72,2019-4,160,Reversed By Jnl 2019-11 Journal No. 237,-320497.72,AS13,TC01,30/04/2019 10:47
00-10-1001,Trade Sale Recycle Scheme,ZZZ,320497.72,0.00,2019-4,160,Reversed By Jnl 2019-11 Journal No. 237,320497.72,AS13,TC01,30/04/2019 10:47
00-20-2004,Provision for Obselete Inventory,1214,0.00,147732.96,2019-4,161,Reversed By Jnl 2019-10 Journal No. 266,-147732.96,CH20,TC01,30/04/2019 09:32
00-80-8028,Provisions - Stock Write-downs,XZX,147732.96,0.00,2019-4,161,Reversed By Jnl 2019-10 Journal No. 266,147732.96,CH20,TC01,30/04/2019 09:32
00-70-7022,Forex - Realised Diff,1205,4.37,0.00,2019-4,162,,4.37,HV09,TC01,30/04/2019 12:08
00-80-8034,Forex Pending,XXXX,0.00,4.37,2019-4,162,,-4.37,HV09,TC01,30/04/2019 12:08
00-70-7023,Forex - Realised Diff,1221,0.00,1.55,2019-4,162,,-1.55,HV09,TC01,30/04/2019 12:08
00-80-8034,Forex Pending,XXXX,1.55,0.00,2019-4,162,,1.55,HV09,TC01,30/04/2019 12:08
00-80-8034,Forex Pending,XXXX,0.00,8.41,2019-4,162,,-8.41,HV09,TC01,30/04/2019 12:08
00-70-7022,Forex - Realised Diff,302,8.41,0.00,2019-4,162,,8.41,HV09,TC01,30/04/2019 12:08
00-80-8040,Forex Holding Account,123,9.72,0.00,2019-4,162,,9.72,HV09,TC01,30/04/2019 12:08
00-70-7022,Forex - Realised Diff,123,0.00,9.72,2019-4,162,,-9.72,HV09,TC01,30/04/2019 12:08
00-80-8039,Forex Holding Account,447,0.00,141.92,2019-4,162,,-141.92,HV09,TC01,30/04/2019 12:08
00-70-7022,Forex - Realised Diff,447,141.92,0.00,2019-4,162,,141.92,HV09,TC01,30/04/2019 12:08
00-80-8037,Forex Holding Account,849,0.00,1388.34,2019-4,162,,-1388.34,HV09,TC01,30/04/2019 12:08
00-70-7022,Forex - Realised Diff,849,1388.34,0.00,2019-4,162,,1388.34,HV09,TC01,30/04/2019 12:08
00-80-8038,Forex Holding Account,301,0.00,1606.06,2019-4,162,,-1606.06,HV09,TC01,30/04/2019 12:08
00-70-7022,Forex - Realised Diff,301,1606.06,0.00,2019-4,162,,1606.06,HV09,TC01,30/04/2019 12:08
00-80-8036,Forex Holding Account,1208,0.00,4138.39,2019-4,162,,-4138.39,HV09,TC01,30/04/2019 12:08
00-70-7023,Forex - Realised Diff,1208,4138.39,0.00,2019-4,162,,4138.39,HV09,TC01,30/04/2019 12:08
00-80-8035,Forex Holding Account,1204,0.00,4164.51,2019-4,162,,-4164.51,HV09,TC01,30/04/2019 12:08
00-70-7022,Forex - Realised Diff,1204,4164.51,0.00,2019-4,162,,4164.51,HV09,TC01,30/04/2019 12:08
00-80-8034,Forex Pending,302,0.00,14.79,2019-4,163,,-14.79,GL06,AS13,30/04/2019 15:03
00-70-7022,Forex - Realised Diff,302,14.79,0.00,2019-4,163,,14.79,GL06,AS13,30/04/2019 15:03
00-70-7022,Forex - Realised Diff,1205,0.00,14.79,2019-4,163,,-14.79,GL06,AS13,30/04/2019 15:03
00-70-7023,Forex - Realised Diff,1221,0.00,14.79,2019-4,163,,-14.79,GL06,AS13,30/04/2019 15:03
00-80-8034,Forex Pending,1205,14.79,0.00,2019-4,163,,14.79,GL06,AS13,30/04/2019 15:03
00-80-8034,Forex Pending,1221,14.79,0.00,2019-4,163,,14.79,GL06,AS13,30/04/2019 15:03
00-80-8034,Forex Pending,853,0.00,6.62,2019-4,163,,-6.62,GL06,AS13,30/04/2019 15:03
00-70-7022,Forex - Realised Diff,853,6.62,0.00,2019-4,163,,6.62,GL06,AS13,30/04/2019 15:03
00-80-8040,Forex Holding Account,123,42.59,0.00,2019-4,163,,42.59,GL06,AS13,30/04/2019 15:03
00-70-7022,Forex - Realised Diff,123,0.00,42.59,2019-4,163,,-42.59,GL06,AS13,30/04/2019 15:03
00-80-8039,Forex Holding Account,447,0.00,261.26,2019-4,163,,-261.26,GL06,AS13,30/04/2019 15:03
00-70-7022,Forex - Realised Diff,447,261.26,0.00,2019-4,163,,261.26,GL06,AS13,30/04/2019 15:03
00-80-8036,Forex Holding Account,1208,0.00,852.80,2019-4,163,,-852.80,GL06,AS13,30/04/2019 15:03
00-70-7023,Forex - Realised Diff,1208,852.80,0.00,2019-4,163,,852.80,GL06,AS13,30/04/2019 15:03
00-80-8037,Forex Holding Account,849,0.00,2557.29,2019-4,163,,-2557.29,GL06,AS13,30/04/2019 15:03
00-70-7022,Forex - Realised Diff,849,2557.29,0.00,2019-4,163,,2557.29,GL06,AS13,30/04/2019 15:03
00-80-8038,Forex Holding Account,301,0.00,2972.26,2019-4,163,,-2972.26,GL06,AS13,30/04/2019 15:03
00-70-7022,Forex - Realised Diff,301,2972.26,0.00,2019-4,163,,2972.26,GL06,AS13,30/04/2019 15:03
00-80-8035,Forex Holding Account,1204,0.00,7695.72,2019-4,163,,-7695.72,GL06,AS13,30/04/2019 15:03
00-70-7022,Forex - Realised Diff,1204,7695.72,0.00,2019-4,163,,7695.72,GL06,AS13,30/04/2019 15:03
00-80-8049,Accruals,XX123XX999,0.00,56582.87,2019-4,164,Reversed By Jnl 2019-5 Journal No. 306,-56582.87,AM04,AM04,30/04/2019 08:31
00-80-8029,Goods In Transit,ZZZ,56582.87,0.00,2019-4,164,Reversed By Jnl 2019-5 Journal No. 306,56582.87,AM04,AM04,30/04/2019 08:31
00-80-8049,Accruals,XX123XX999,0.00,89338.60,2019-4,164,Reversed By Jnl 2019-5 Journal No. 306,-89338.60,AM04,AM04,30/04/2019 08:31
00-80-8029,Goods In Transit,ZZZ,89338.60,0.00,2019-4,164,Reversed By Jnl 2019-5 Journal No. 306,89338.60,AM04,AM04,30/04/2019 08:31
00-80-8049,Accruals,XX123XX999,0.00,289947.33,2019-4,164,Reversed By Jnl 2019-5 Journal No. 306,-289947.33,AM04,AM04,30/04/2019 08:31
00-80-8029,Goods In Transit,ZZZ,289947.33,0.00,2019-4,164,Reversed By Jnl 2019-5 Journal No. 306,289947.33,AM04,AM04,30/04/2019 08:31
00-80-8044,Tax Input,XZZX,0.58,0.00,2019-4,165,,0.58,HV09,TC01,30/04/2019 10:42
00-70-7021,Discounts - Sales,963,156.58,0.00,2019-4,165,,156.58,HV09,TC01,30/04/2019 10:42
00-80-8048,Expenses Control Account,963,0.00,157.16,2019-4,165,,-157.16,HV09,TC01,30/04/2019 10:42
00-80-8048,Expenses Control Account,10,0.00,14.53,2019-4,166,,-14.53,ID03,SD19,30/04/2019 08:03
00-60-6017,Additional Shipping Costs,10,14.53,0.00,2019-4,166,,14.53,ID03,SD19,30/04/2019 08:03
00-20-2011,Inventory Adjustment,510,1207.52,0.00,2019-4,167,,1207.52,AS13,AM04,30/04/2019 14:12
00-80-8027,Other Stock Costs,ZZZ,0.00,1207.52,2019-4,167,,-1207.52,AS13,AM04,30/04/2019 14:12
00-20-2011,Inventory Adjustment,507,1386.02,0.00,2019-4,167,,1386.02,AS13,AM04,30/04/2019 14:12
00-80-8027,Other Stock Costs,ZZZ,0.00,1386.02,2019-4,167,,-1386.02,AS13,AM04,30/04/2019 14:12
00-20-2011,Inventory Adjustment,513,5480.41,0.00,2019-4,167,,5480.41,AS13,AM04,30/04/2019 14:12
00-80-8027,Other Stock Costs,ZZZ,0.00,5480.41,2019-4,167,,-5480.41,AS13,AM04,30/04/2019 14:12
00-20-2011,Inventory Adjustment,500,7682.80,0.00,2019-4,167,,7682.80,AS13,AM04,30/04/2019 14:12
00-80-8027,Other Stock Costs,ZZZ,0.00,7682.80,2019-4,167,,-7682.80,AS13,AM04,30/04/2019 14:12
00-20-2011,Inventory Adjustment,504,12221.40,0.00,2019-4,167,,12221.40,AS13,AM04,30/04/2019 14:12
00-80-8027,Other Stock Costs,ZZZ,0.00,12221.40,2019-4,167,,-12221.40,AS13,AM04,30/04/2019 14:12
00-20-2011,Inventory Adjustment,495,17042.15,0.00,2019-4,167,,17042.15,AS13,AM04,30/04/2019 14:12
00-80-8027,Other Stock Costs,ZZZ,0.00,17042.15,2019-4,167,,-17042.15,AS13,AM04,30/04/2019 14:12
00-80-8027,Other Stock Costs,ZZZ,0.00,2616.12,2019-4,168,,-2616.12,GL06,TC01,30/04/2019 12:57
00-20-2011,Inventory Adjustment,622,2616.12,0.00,2019-4,168,,2616.12,GL06,TC01,30/04/2019 12:57
00-80-8027,Other Stock Costs,ZZZ,6762.51,0.00,2019-4,168,,6762.51,GL06,TC01,30/04/2019 12:57
00-20-2011,Inventory Adjustment,624,0.00,6762.51,2019-4,168,,-6762.51,GL06,TC01,30/04/2019 12:57
00-20-2011,Inventory Adjustment,626,0.00,13865.61,2019-4,168,,-13865.61,GL06,TC01,30/04/2019 12:57
00-80-8027,Other Stock Costs,ZZZ,13865.61,0.00,2019-4,168,,13865.61,GL06,TC01,30/04/2019 12:57
00-40-4014,Additional Shipping Costs,983,1950.16,0.00,2019-4,169,,1950.16,AH12,SD19,30/04/2019 16:40
00-20-2009,Inventory-Misc. Costs,983,0.00,1950.16,2019-4,169,,-1950.16,AH12,SD19,30/04/2019 16:40
00-70-7022,Forex - Realised Diff,1205,6.97,0.00,2019-1,17,,6.97,GL06,CH20,31/01/2019 13:35
00-80-8034,Forex Pending,1205,0.00,6.97,2019-1,17,,-6.97,GL06,CH20,31/01/2019 13:35
00-70-7023,Forex - Realised Diff,1221,0.00,8.85,2019-1,17,,-8.85,GL06,CH20,31/01/2019 13:35
00-80-8034,Forex Pending,1221,8.85,0.00,2019-1,17,,8.85,GL06,CH20,31/01/2019 13:35
00-80-8034,Forex Pending,302,0.00,1.91,2019-1,17,,-1.91,GL06,CH20,31/01/2019 13:35
00-70-7022,Forex - Realised Diff,302,1.91,0.00,2019-1,17,,1.91,GL06,CH20,31/01/2019 13:35
00-80-8040,Forex Holding Account,123,12.20,0.00,2019-1,17,,12.20,GL06,CH20,31/01/2019 13:35
00-70-7022,Forex - Realised Diff,123,0.00,12.20,2019-1,17,,-12.20,GL06,CH20,31/01/2019 13:35
00-80-8039,Forex Holding Account,447,0.00,142.29,2019-1,17,,-142.29,GL06,CH20,31/01/2019 13:35
00-70-7022,Forex - Realised Diff,447,142.29,0.00,2019-1,17,,142.29,GL06,CH20,31/01/2019 13:35
00-80-8037,Forex Holding Account,849,0.00,1384.91,2019-1,17,,-1384.91,GL06,CH20,31/01/2019 13:35
00-70-7022,Forex - Realised Diff,849,1384.91,0.00,2019-1,17,,1384.91,GL06,CH20,31/01/2019 13:35
00-80-8038,Forex Holding Account,301,0.00,1611.64,2019-1,17,,-1611.64,GL06,CH20,31/01/2019 13:35
00-70-7022,Forex - Realised Diff,301,1611.64,0.00,2019-1,17,,1611.64,GL06,CH20,31/01/2019 13:35
00-80-8036,Forex Holding Account,1208,0.00,4148.54,2019-1,17,,-4148.54,GL06,CH20,31/01/2019 13:35
00-70-7023,Forex - Realised Diff,1208,4148.54,0.00,2019-1,17,,4148.54,GL06,CH20,31/01/2019 13:35
00-80-8035,Forex Holding Account,1204,0.00,4174.08,2019-1,17,,-4174.08,GL06,CH20,31/01/2019 13:35
00-70-7022,Forex - Realised Diff,1204,4174.08,0.00,2019-1,17,,4174.08,GL06,CH20,31/01/2019 13:35
00-20-2012,Inventory Adjustment for Tax,337,8997.19,0.00,2019-4,170,,8997.19,JC39,AS13,30/04/2019 10:29
00-80-8027,Other Stock Costs,ZZZ,0.00,8997.19,2019-4,170,,-8997.19,JC39,AS13,30/04/2019 10:29
00-30-3013,CoS Staffing Costs,435,0.00,38469.18,2019-4,170,,-38469.18,JC39,AS13,30/04/2019 10:29
00-80-8027,Other Stock Costs,ZZZ,38469.18,0.00,2019-4,170,,38469.18,JC39,AS13,30/04/2019 10:29
00-80-8034,Forex Pending,302,30.80,0.00,2019-4,171,,30.80,CH20,SP18,30/04/2019 08:04
00-70-7022,Forex - Realised Diff,302,0.00,30.80,2019-4,171,,-30.80,CH20,SP18,30/04/2019 08:04
00-80-8034,Forex Pending,853,0.00,25.97,2019-4,171,,-25.97,CH20,SP18,30/04/2019 08:04
00-70-7022,Forex - Realised Diff,853,25.97,0.00,2019-4,171,,25.97,CH20,SP18,30/04/2019 08:04
00-70-7023,Forex - Realised Diff,1221,25.97,0.00,2019-4,171,,25.97,CH20,SP18,30/04/2019 08:04
00-80-8034,Forex Pending,1221,0.00,25.97,2019-4,171,,-25.97,CH20,SP18,30/04/2019 08:04
00-70-7022,Forex - Realised Diff,1205,0.00,48.97,2019-4,171,,-48.97,CH20,SP18,30/04/2019 08:04
00-80-8034,Forex Pending,1205,48.97,0.00,2019-4,171,,48.97,CH20,SP18,30/04/2019 08:04
00-80-8040,Forex Holding Account,123,56.04,0.00,2019-4,171,,56.04,CH20,SP18,30/04/2019 08:04
00-70-7022,Forex - Realised Diff,123,0.00,56.04,2019-4,171,,-56.04,CH20,SP18,30/04/2019 08:04
00-80-8039,Forex Holding Account,447,0.00,889.45,2019-4,171,,-889.45,CH20,SP18,30/04/2019 08:04
00-70-7022,Forex - Realised Diff,447,889.45,0.00,2019-4,171,,889.45,CH20,SP18,30/04/2019 08:04
00-80-8037,Forex Holding Account,849,0.00,8696.36,2019-4,171,,-8696.36,CH20,SP18,30/04/2019 08:04
00-70-7022,Forex - Realised Diff,849,8696.36,0.00,2019-4,171,,8696.36,CH20,SP18,30/04/2019 08:04
00-80-8038,Forex Holding Account,301,0.00,10145.45,2019-4,171,,-10145.45,CH20,SP18,30/04/2019 08:04
00-70-7022,Forex - Realised Diff,301,10145.45,0.00,2019-4,171,,10145.45,CH20,SP18,30/04/2019 08:04
00-80-8036,Forex Holding Account,1208,0.00,12064.41,2019-4,171,,-12064.41,CH20,SP18,30/04/2019 08:04
00-70-7023,Forex - Realised Diff,1208,12064.41,0.00,2019-4,171,,12064.41,CH20,SP18,30/04/2019 08:04
00-80-8035,Forex Holding Account,1204,0.00,26363.40,2019-4,171,,-26363.40,CH20,SP18,30/04/2019 08:04
00-70-7022,Forex - Realised Diff,1204,26363.40,0.00,2019-4,171,,26363.40,CH20,SP18,30/04/2019 08:04
00-80-8034,Forex Pending,302,0.00,4.20,2019-4,172,,-4.20,AS13,AM04,30/04/2019 12:58
00-70-7022,Forex - Realised Diff,302,4.20,0.00,2019-4,172,,4.20,AS13,AM04,30/04/2019 12:58
00-70-7022,Forex - Realised Diff,1205,0.00,4.20,2019-4,172,,-4.20,AS13,AM04,30/04/2019 12:58
00-70-7023,Forex - Realised Diff,1221,0.00,4.20,2019-4,172,,-4.20,AS13,AM04,30/04/2019 12:58
00-80-8034,Forex Pending,1205,4.20,0.00,2019-4,172,,4.20,AS13,AM04,30/04/2019 12:58
00-80-8034,Forex Pending,1221,4.20,0.00,2019-4,172,,4.20,AS13,AM04,30/04/2019 12:58
00-80-8034,Forex Pending,853,0.00,16.05,2019-4,172,,-16.05,AS13,AM04,30/04/2019 12:58
00-70-7022,Forex - Realised Diff,853,16.05,0.00,2019-4,172,,16.05,AS13,AM04,30/04/2019 12:58
00-80-8040,Forex Holding Account,123,43.35,0.00,2019-4,172,,43.35,AS13,AM04,30/04/2019 12:58
00-70-7022,Forex - Realised Diff,123,0.00,43.35,2019-4,172,,-43.35,AS13,AM04,30/04/2019 12:58
00-80-8039,Forex Holding Account,447,0.00,275.30,2019-4,172,,-275.30,AS13,AM04,30/04/2019 12:58
00-70-7022,Forex - Realised Diff,447,275.30,0.00,2019-4,172,,275.30,AS13,AM04,30/04/2019 12:58
00-80-8036,Forex Holding Account,1208,0.00,842.92,2019-4,172,,-842.92,AS13,AM04,30/04/2019 12:58
00-70-7023,Forex - Realised Diff,1208,842.92,0.00,2019-4,172,,842.92,AS13,AM04,30/04/2019 12:58
00-80-8037,Forex Holding Account,849,0.00,2538.64,2019-4,172,,-2538.64,AS13,AM04,30/04/2019 12:58
00-70-7022,Forex - Realised Diff,849,2538.64,0.00,2019-4,172,,2538.64,AS13,AM04,30/04/2019 12:58
00-80-8038,Forex Holding Account,301,0.00,2990.34,2019-4,172,,-2990.34,AS13,AM04,30/04/2019 12:58
00-70-7022,Forex - Realised Diff,301,2990.34,0.00,2019-4,172,,2990.34,AS13,AM04,30/04/2019 12:58
00-80-8035,Forex Holding Account,1204,0.00,7684.19,2019-4,172,,-7684.19,AS13,AM04,30/04/2019 12:58
00-70-7022,Forex - Realised Diff,1204,7684.19,0.00,2019-4,172,,7684.19,AS13,AM04,30/04/2019 12:58
00-80-8027,Other Stock Costs,ZZZ,0.00,2978.40,2019-4,173,,-2978.40,GL06,SD19,30/04/2019 09:42
00-80-8027,Other Stock Costs,ZZZ,3139.85,0.00,2019-4,173,,3139.85,GL06,SD19,30/04/2019 09:42
00-20-2011,Inventory Adjustment,622,0.00,3139.85,2019-4,173,,-3139.85,GL06,SD19,30/04/2019 09:42
00-20-2011,Inventory Adjustment,626,6818.65,0.00,2019-4,173,,6818.65,GL06,SD19,30/04/2019 09:42
00-80-8027,Other Stock Costs,ZZZ,0.00,6818.65,2019-4,173,,-6818.65,GL06,SD19,30/04/2019 09:42
00-20-2011,Inventory Adjustment,624,2978.40,0.00,2019-4,173,,2978.40,GL06,SD19,30/04/2019 09:42
00-80-8034,Forex Pending,302,0.00,2.93,2019-4,174,,-2.93,ID03,CH20,30/04/2019 13:23
00-70-7022,Forex - Realised Diff,302,2.93,0.00,2019-4,174,,2.93,ID03,CH20,30/04/2019 13:23
00-70-7022,Forex - Realised Diff,1205,0.00,2.93,2019-4,174,,-2.93,ID03,CH20,30/04/2019 13:23
00-70-7023,Forex - Realised Diff,1221,0.00,2.93,2019-4,174,,-2.93,ID03,CH20,30/04/2019 13:23
00-80-8034,Forex Pending,1205,2.93,0.00,2019-4,174,,2.93,ID03,CH20,30/04/2019 13:23
00-80-8034,Forex Pending,1221,2.93,0.00,2019-4,174,,2.93,ID03,CH20,30/04/2019 13:23
00-80-8034,Forex Pending,853,0.00,8.02,2019-4,174,,-8.02,ID03,CH20,30/04/2019 13:23
00-70-7022,Forex - Realised Diff,853,8.02,0.00,2019-4,174,,8.02,ID03,CH20,30/04/2019 13:23
00-80-8040,Forex Holding Account,123,39.40,0.00,2019-4,174,,39.40,ID03,CH20,30/04/2019 13:23
00-70-7022,Forex - Realised Diff,123,0.00,39.40,2019-4,174,,-39.40,ID03,CH20,30/04/2019 13:23
00-80-8039,Forex Holding Account,447,0.00,264.81,2019-4,174,,-264.81,ID03,CH20,30/04/2019 13:23
00-70-7022,Forex - Realised Diff,447,264.81,0.00,2019-4,174,,264.81,ID03,CH20,30/04/2019 13:23
00-80-8036,Forex Holding Account,1208,0.00,822.98,2019-4,174,,-822.98,ID03,CH20,30/04/2019 13:23
00-70-7023,Forex - Realised Diff,1208,822.98,0.00,2019-4,174,,822.98,ID03,CH20,30/04/2019 13:23
00-80-8037,Forex Holding Account,849,0.00,2567.32,2019-4,174,,-2567.32,ID03,CH20,30/04/2019 13:23
00-70-7022,Forex - Realised Diff,849,2567.32,0.00,2019-4,174,,2567.32,ID03,CH20,30/04/2019 13:23
00-80-8038,Forex Holding Account,301,0.00,2978.68,2019-4,174,,-2978.68,ID03,CH20,30/04/2019 13:23
00-70-7022,Forex - Realised Diff,301,2978.68,0.00,2019-4,174,,2978.68,ID03,CH20,30/04/2019 13:23
00-80-8035,Forex Holding Account,1204,0.00,7687.04,2019-4,174,,-7687.04,ID03,CH20,30/04/2019 13:23
00-70-7022,Forex - Realised Diff,1204,7687.04,0.00,2019-4,174,,7687.04,ID03,CH20,30/04/2019 13:23
00-80-8027,Other Stock Costs,ZZZ,0.00,2917.52,2019-4,175,,-2917.52,ID03,TC01,30/04/2019 10:05
00-20-2011,Inventory Adjustment,624,2917.52,0.00,2019-4,175,,2917.52,ID03,TC01,30/04/2019 10:05
00-80-8027,Other Stock Costs,ZZZ,3054.17,0.00,2019-4,175,,3054.17,ID03,TC01,30/04/2019 10:05
00-20-2011,Inventory Adjustment,622,0.00,3054.17,2019-4,175,,-3054.17,ID03,TC01,30/04/2019 10:05
00-20-2011,Inventory Adjustment,626,6887.40,0.00,2019-4,175,,6887.40,ID03,TC01,30/04/2019 10:05
00-80-8027,Other Stock Costs,ZZZ,0.00,6887.40,2019-4,175,,-6887.40,ID03,TC01,30/04/2019 10:05
00-80-8049,Accruals,XX123XX999,5446.39,0.00,2019-4,176,Reverses Jnl 2019-3 Journal No. 439,5446.39,AC04,TC01,30/04/2019 16:23
00-80-8029,Goods In Transit,ZZZ,0.00,5446.39,2019-4,176,Reverses Jnl 2019-3 Journal No. 439,-5446.39,AC04,TC01,30/04/2019 16:23
00-80-8049,Accruals,XX123XX999,107163.81,0.00,2019-4,176,Reverses Jnl 2019-3 Journal No. 439,107163.81,AC04,TC01,30/04/2019 16:23
00-80-8029,Goods In Transit,ZZZ,0.00,107163.81,2019-4,176,Reverses Jnl 2019-3 Journal No. 439,-107163.81,AC04,TC01,30/04/2019 16:23
00-80-8049,Accruals,XX123XX999,128395.69,0.00,2019-4,176,Reverses Jnl 2019-3 Journal No. 439,128395.69,AC04,TC01,30/04/2019 16:23
00-80-8029,Goods In Transit,ZZZ,0.00,128395.69,2019-4,176,Reverses Jnl 2019-3 Journal No. 439,-128395.69,AC04,TC01,30/04/2019 16:23
00-70-7026,Bank Fees,684,24.16,0.00,2019-4,177,,24.16,AS13,CH20,30/04/2019 14:45
00-80-8048,Expenses Control Account,684,0.00,24.16,2019-4,177,,-24.16,AS13,CH20,30/04/2019 14:45
00-20-2011,Inventory Adjustment,510,1027.89,0.00,2019-4,178,,1027.89,HV09,TC01,30/04/2019 13:42
00-80-8027,Other Stock Costs,ZZZ,0.00,1027.89,2019-4,178,,-1027.89,HV09,TC01,30/04/2019 13:42
00-20-2011,Inventory Adjustment,507,1223.98,0.00,2019-4,178,,1223.98,HV09,TC01,30/04/2019 13:42
00-80-8027,Other Stock Costs,ZZZ,0.00,1223.98,2019-4,178,,-1223.98,HV09,TC01,30/04/2019 13:42
00-20-2011,Inventory Adjustment,513,5460.77,0.00,2019-4,178,,5460.77,HV09,TC01,30/04/2019 13:42
00-80-8027,Other Stock Costs,ZZZ,0.00,5460.77,2019-4,178,,-5460.77,HV09,TC01,30/04/2019 13:42
00-20-2011,Inventory Adjustment,500,7771.12,0.00,2019-4,178,,7771.12,HV09,TC01,30/04/2019 13:42
00-80-8027,Other Stock Costs,ZZZ,0.00,7771.12,2019-4,178,,-7771.12,HV09,TC01,30/04/2019 13:42
00-20-2011,Inventory Adjustment,504,12128.28,0.00,2019-4,178,,12128.28,HV09,TC01,30/04/2019 13:42
00-80-8027,Other Stock Costs,ZZZ,0.00,12128.28,2019-4,178,,-12128.28,HV09,TC01,30/04/2019 13:42
00-20-2011,Inventory Adjustment,495,16851.95,0.00,2019-4,178,,16851.95,HV09,TC01,30/04/2019 13:42
00-80-8027,Other Stock Costs,ZZZ,0.00,16851.95,2019-4,178,,-16851.95,HV09,TC01,30/04/2019 13:42
00-80-8034,Forex Pending,302,23.27,0.00,2019-4,179,,23.27,GL06,AS13,30/04/2019 11:51
00-70-7022,Forex - Realised Diff,302,0.00,23.27,2019-4,179,,-23.27,GL06,AS13,30/04/2019 11:51
00-80-8034,Forex Pending,853,0.00,49.48,2019-4,179,,-49.48,GL06,AS13,30/04/2019 11:51
00-70-7022,Forex - Realised Diff,853,49.48,0.00,2019-4,179,,49.48,GL06,AS13,30/04/2019 11:51
00-70-7023,Forex - Realised Diff,1221,49.48,0.00,2019-4,179,,49.48,GL06,AS13,30/04/2019 11:51
00-80-8034,Forex Pending,1221,0.00,49.48,2019-4,179,,-49.48,GL06,AS13,30/04/2019 11:51
00-70-7022,Forex - Realised Diff,1205,0.00,19.52,2019-4,179,,-19.52,GL06,AS13,30/04/2019 11:51
00-80-8034,Forex Pending,1205,19.52,0.00,2019-4,179,,19.52,GL06,AS13,30/04/2019 11:51
00-80-8040,Forex Holding Account,123,113.54,0.00,2019-4,179,,113.54,GL06,AS13,30/04/2019 11:51
00-70-7022,Forex - Realised Diff,123,0.00,113.54,2019-4,179,,-113.54,GL06,AS13,30/04/2019 11:51
