Account,AccountDesc,TransDesc,Debit,Credit,Period,JnlNo,JnlDesc,Amount,JnlPrep,JnlAuth,JnlDateTime
00-10-1001,Trade Sale Recycle Scheme,ZZZ,0.00,481523.03,2019-8,335,Reverses Jnl 2019-3 Journal No. 502,-481523.03,CH20,AS13,31/08/2019 16:13
00-20-2011,Inventory Adjustment,510,1168.23,0.00,2019-8,336,,1168.23,ID03,SD19,31/08/2019 16:33
00-80-8027,Other Stock Costs,ZZZ,0.00,1168.23,2019-8,336,,-1168.23,ID03,SD19,31/08/2019 16:33
00-20-2011,Inventory Adjustment,507,1359.57,0.00,2019-8,336,,1359.57,ID03,SD19,31/08/2019 16:33
00-80-8027,Other Stock Costs,ZZZ,0.00,1359.57,2019-8,336,,-1359.57,ID03,SD19,31/08/2019 16:33
00-20-2011,Inventory Adjustment,513,5516.01,0.00,2019-8,336,,5516.01,ID03,SD19,31/08/2019 16:33
00-80-8027,Other Stock Costs,ZZZ,0.00,5516.01,2019-8,336,,-5516.01,ID03,SD19,31/08/2019 16:33
00-20-2011,Inventory Adjustment,500,7845.77,0.00,2019-8,336,,7845.77,ID03,SD19,31/08/2019 16:33
00-80-8027,Other Stock Costs,ZZZ,0.00,7845.77,2019-8,336,,-7845.77,ID03,SD19,31/08/2019 16:33
00-20-2011,Inventory Adjustment,504,12059.45,0.00,2019-8,336,,12059.45,ID03,SD19,31/08/2019 16:33
00-80-8027,Other Stock Costs,ZZZ,0.00,12059.45,2019-8,336,,-12059.45,ID03,SD19,31/08/2019 16:33
00-20-2011,Inventory Adjustment,495,16896.46,0.00,2019-8,336,,16896.46,ID03,SD19,31/08/2019 16:33
00-80-8027,Other Stock Costs,ZZZ,0.00,16896.46,2019-8,336,,-16896.46,ID03,SD19,31/08/2019 16:33
00-80-8048,Expenses Control Account,284,21.06,0.00,2019-8,337,,21.06,DF18,SP18,31/08/2019 08:13
00-80-8046,GRNI,284,0.00,21.06,2019-8,337,,-21.06,DF18,SP18,31/08/2019 08:13
00-80-8027,Other Stock Costs,ZZZ,0.00,3006.74,2019-8,338,,-3006.74,AC04,TC01,31/08/2019 11:59
00-20-2011,Inventory Adjustment,622,3006.74,0.00,2019-8,338,,3006.74,AC04,TC01,31/08/2019 11:59
00-80-8027,Other Stock Costs,ZZZ,2858.76,0.00,2019-8,338,,2858.76,AC04,TC01,31/08/2019 11:59
00-20-2011,Inventory Adjustment,624,0.00,2858.76,2019-8,338,,-2858.76,AC04,TC01,31/08/2019 11:59
00-20-2011,Inventory Adjustment,626,13602.80,0.00,2019-8,338,,13602.80,AC04,TC01,31/08/2019 11:59
00-80-8027,Other Stock Costs,ZZZ,0.00,13602.80,2019-8,338,,-13602.80,AC04,TC01,31/08/2019 11:59
00-20-2011,Inventory Adjustment,458,1165.63,0.00,2019-8,339,,1165.63,ID03,AS13,31/08/2019 17:55
00-80-8027,Other Stock Costs,ZZZ,0.00,1165.63,2019-8,339,,-1165.63,ID03,AS13,31/08/2019 17:55
00-20-2011,Inventory Adjustment,465,2964.62,0.00,2019-8,339,,2964.62,ID03,AS13,31/08/2019 17:55
00-80-8027,Other Stock Costs,ZZZ,0.00,2964.62,2019-8,339,,-2964.62,ID03,AS13,31/08/2019 17:55
00-20-2011,Inventory Adjustment,461,8152.00,0.00,2019-8,339,,8152.00,ID03,AS13,31/08/2019 17:55
00-80-8027,Other Stock Costs,ZZZ,0.00,8152.00,2019-8,339,,-8152.00,ID03,AS13,31/08/2019 17:55
00-80-8027,Other Stock Costs,ZZZ,0.00,2787.66,2019-8,340,,-2787.66,HV09,AM04,31/08/2019 12:46
00-20-2011,Inventory Adjustment,622,2787.66,0.00,2019-8,340,,2787.66,HV09,AM04,31/08/2019 12:46
00-80-8027,Other Stock Costs,ZZZ,4692.03,0.00,2019-8,340,,4692.03,HV09,AM04,31/08/2019 12:46
00-20-2011,Inventory Adjustment,624,0.00,4692.03,2019-8,340,,-4692.03,HV09,AM04,31/08/2019 12:46
00-20-2011,Inventory Adjustment,626,0.00,12994.28,2019-8,340,,-12994.28,HV09,AM04,31/08/2019 12:46
00-80-8027,Other Stock Costs,ZZZ,12994.28,0.00,2019-8,340,,12994.28,HV09,AM04,31/08/2019 12:46
00-80-8033,Provision for Sales Schemes,ZZX,0.00,1443.76,2019-9,341,Reverses Jnl 2019-7 Journal No. 121,-1443.76,HV09,SD19,01/09/2019 13:26
00-10-1002,Provisions - Trade Sales,XXX,1443.76,0.00,2019-9,341,Reverses Jnl 2019-7 Journal No. 121,1443.76,HV09,SD19,01/09/2019 13:26
00-80-8033,Provision for Sales Schemes,ZZX,0.00,1371.86,2019-9,342,Reverses Jnl 2019-3 Journal No. 128,-1371.86,DF18,AM04,01/09/2019 17:55
00-10-1002,Provisions - Trade Sales,XXX,1371.86,0.00,2019-9,342,Reverses Jnl 2019-3 Journal No. 128,1371.86,DF18,AM04,01/09/2019 17:55
00-70-7026,Bank Fees,684,25.93,0.00,2019-9,343,,25.93,GL06,SD19,01/09/2019 16:12
00-80-8048,Expenses Control Account,684,0.00,25.93,2019-9,343,,-25.93,GL06,SD19,01/09/2019 16:12
00-20-2011,Inventory Adjustment,81,0.00,75465.90,2019-9,344,,-75465.90,AH12,CH20,01/09/2019 12:09
00-20-2004,Provision for Obselete Inventory,81,75465.90,0.00,2019-9,344,,75465.90,AH12,CH20,01/09/2019 12:09
00-20-2011,Inventory Adjustment,458,2226.55,0.00,2019-9,345,,2226.55,ID03,AM04,01/09/2019 11:39
00-80-8027,Other Stock Costs,ZZZ,0.00,2226.55,2019-9,345,,-2226.55,ID03,AM04,01/09/2019 11:39
00-20-2011,Inventory Adjustment,465,3623.63,0.00,2019-9,345,,3623.63,ID03,AM04,01/09/2019 11:39
00-80-8027,Other Stock Costs,ZZZ,0.00,3623.63,2019-9,345,,-3623.63,ID03,AM04,01/09/2019 11:39
00-20-2011,Inventory Adjustment,461,9571.88,0.00,2019-9,345,,9571.88,ID03,AM04,01/09/2019 11:39
00-80-8027,Other Stock Costs,ZZZ,0.00,9571.88,2019-9,345,,-9571.88,ID03,AM04,01/09/2019 11:39
00-20-2011,Inventory Adjustment,516,0.00,8733.92,2019-9,346,,-8733.92,ID03,CH20,01/09/2019 10:45
00-80-8027,Other Stock Costs,ZZZ,8733.92,0.00,2019-9,346,,8733.92,ID03,CH20,01/09/2019 10:45
00-80-8049,Accruals,XX123XX999,0.00,4780.45,2019-9,347,Reversed By Jnl 2019-11 Journal No. 225,-4780.45,ID03,TC01,01/09/2019 16:03
00-80-8029,Goods In Transit,ZZZ,4780.45,0.00,2019-9,347,Reversed By Jnl 2019-11 Journal No. 225,4780.45,ID03,TC01,01/09/2019 16:03
00-80-8049,Accruals,XX123XX999,0.00,112970.69,2019-9,347,Reversed By Jnl 2019-11 Journal No. 225,-112970.69,ID03,TC01,01/09/2019 16:03
00-80-8029,Goods In Transit,ZZZ,112970.69,0.00,2019-9,347,Reversed By Jnl 2019-11 Journal No. 225,112970.69,ID03,TC01,01/09/2019 16:03
00-80-8049,Accruals,XX123XX999,0.00,146850.99,2019-9,347,Reversed By Jnl 2019-11 Journal No. 225,-146850.99,ID03,TC01,01/09/2019 16:03
00-80-8029,Goods In Transit,ZZZ,146850.99,0.00,2019-9,347,Reversed By Jnl 2019-11 Journal No. 225,146850.99,ID03,TC01,01/09/2019 16:03
00-80-8050,Point of Sale Upgrade,XYX,0.00,0.31,2019-9,348,,-0.31,AS13,AM04,01/09/2019 09:34
00-70-7024,Forex - Unrealised Diff,834,0.31,0.00,2019-9,348,,0.31,AS13,AM04,01/09/2019 09:34
00-80-8043,Tax Control,XXX,0.00,57446.21,2019-9,349,,-57446.21,AM04,SP18,01/09/2019 17:04
00-80-8044,Tax Input,XZZX,57446.21,0.00,2019-9,349,,57446.21,AM04,SP18,01/09/2019 17:04
00-80-8043,Tax Control,XXX,77005.97,0.00,2019-9,349,,77005.97,AM04,SP18,01/09/2019 17:04
00-80-8045,Tax Output,ZZXXZ,0.00,77005.97,2019-9,349,,-77005.97,AM04,SP18,01/09/2019 17:04
00-80-8045,Tax Output,ZZXXZ,0.00,349183.96,2019-9,349,,-349183.96,AM04,SP18,01/09/2019 17:04
00-80-8043,Tax Control,XXX,349183.96,0.00,2019-9,349,,349183.96,AM04,SP18,01/09/2019 17:04
00-80-8044,Tax Input,XZZX,877431.54,0.00,2019-9,349,,877431.54,AM04,SP18,01/09/2019 17:04
00-80-8043,Tax Control,XXX,0.00,877431.54,2019-9,349,,-877431.54,AM04,SP18,01/09/2019 17:04
00-80-8037,Forex Holding Account,848,245510.02,0.00,2019-9,350,Reverses Jnl 2019-3 Journal No. 438,245510.02,GL06,CH20,01/09/2019 09:59
00-80-8034,Forex Pending,XXXX,0.00,245510.02,2019-9,350,Reverses Jnl 2019-3 Journal No. 438,-245510.02,GL06,CH20,01/09/2019 09:59
00-80-8035,Forex Holding Account,1206,786862.47,0.00,2019-9,350,Reverses Jnl 2019-3 Journal No. 438,786862.47,GL06,CH20,01/09/2019 09:59
00-80-8034,Forex Pending,XXXX,0.00,786862.47,2019-9,350,Reverses Jnl 2019-3 Journal No. 438,-786862.47,GL06,CH20,01/09/2019 09:59
00-80-8048,Expenses Control Account,296,0.00,602.17,2019-9,351,,-602.17,DF18,SP18,01/09/2019 13:46
00-70-7021,Discounts - Sales,296,602.17,0.00,2019-9,351,,602.17,DF18,SP18,01/09/2019 13:46
00-20-2004,Provision for Obselete Inventory,923,0.00,13890.16,2019-9,352,Reversed By Jnl 2019-11 Journal No. 462,-13890.16,AC04,AM04,01/09/2019 15:12
00-80-8028,Provisions - Stock Write-downs,XZX,13890.16,0.00,2019-9,352,Reversed By Jnl 2019-11 Journal No. 462,13890.16,AC04,AM04,01/09/2019 15:12
00-80-8027,Other Stock Costs,ZZZ,0.00,460.82,2019-9,353,,-460.82,GL06,CH20,01/09/2019 11:41
00-20-2011,Inventory Adjustment,622,460.82,0.00,2019-9,353,,460.82,GL06,CH20,01/09/2019 11:41
00-80-8027,Other Stock Costs,ZZZ,5235.60,0.00,2019-9,353,,5235.60,GL06,CH20,01/09/2019 11:41
00-20-2011,Inventory Adjustment,624,0.00,5235.60,2019-9,353,,-5235.60,GL06,CH20,01/09/2019 11:41
00-20-2011,Inventory Adjustment,626,15261.05,0.00,2019-9,353,,15261.05,GL06,CH20,01/09/2019 11:41
00-80-8027,Other Stock Costs,ZZZ,0.00,15261.05,2019-9,353,,-15261.05,GL06,CH20,01/09/2019 11:41
00-80-8027,Other Stock Costs,ZZZ,0.00,2904.44,2019-9,354,,-2904.44,JC39,SD19,01/09/2019 14:05
00-20-2011,Inventory Adjustment,624,2904.44,0.00,2019-9,354,,2904.44,JC39,SD19,01/09/2019 14:05
00-80-8027,Other Stock Costs,ZZZ,3051.57,0.00,2019-9,354,,3051.57,JC39,SD19,01/09/2019 14:05
00-20-2011,Inventory Adjustment,622,0.00,3051.57,2019-9,354,,-3051.57,JC39,SD19,01/09/2019 14:05
00-20-2011,Inventory Adjustment,626,6795.17,0.00,2019-9,354,,6795.17,JC39,SD19,01/09/2019 14:05
00-80-8027,Other Stock Costs,ZZZ,0.00,6795.17,2019-9,354,,-6795.17,JC39,SD19,01/09/2019 14:05
00-80-8033,Provision for Sales Schemes,ZZX,9668.59,0.00,2019-9,355,Reverses Jnl 2019-1 Journal No. 277,9668.59,HV09,AS13,18/09/2019 13:04
00-10-1002,Provisions - Trade Sales,XXX,0.00,9668.59,2019-9,355,Reverses Jnl 2019-1 Journal No. 277,-9668.59,HV09,AS13,18/09/2019 13:04
00-80-8033,Provision for Sales Schemes,ZZX,291191.30,0.00,2019-9,355,Reverses Jnl 2019-1 Journal No. 277,291191.30,HV09,AS13,18/09/2019 13:04
00-10-1001,Trade Sale Recycle Scheme,ZZZ,0.00,291191.30,2019-9,355,Reverses Jnl 2019-1 Journal No. 277,-291191.30,HV09,AS13,18/09/2019 13:04
00-20-2004,Provision for Obselete Inventory,966,31893.60,0.00,2019-9,356,Reversed By Jnl 2019-9 Journal No. 150,31893.60,ID03,AM04,22/09/2019 08:54
00-80-8028,Provisions - Stock Write-downs,XZX,0.00,31893.60,2019-9,356,Reversed By Jnl 2019-9 Journal No. 150,-31893.60,ID03,AM04,22/09/2019 08:54
00-20-2012,Inventory Adjustment for Tax,337,38200.17,0.00,2019-9,357,,38200.17,DF18,SD19,29/09/2019 17:41
00-30-3013,CoS Staffing Costs,435,0.00,55796.55,2019-9,357,,-55796.55,DF18,SD19,29/09/2019 17:41
00-80-8027,Other Stock Costs,ZZZ,55796.55,0.00,2019-9,357,,55796.55,DF18,SD19,29/09/2019 17:41
00-80-8027,Other Stock Costs,ZZZ,0.00,38200.17,2019-9,357,,-38200.17,DF18,SD19,29/09/2019 17:41
00-80-8033,Provision for Sales Schemes,ZZX,213939.91,0.00,2019-9,358,Reverses Jnl 2019-4 Journal No. 252,213939.91,HV09,TC01,29/09/2019 16:48
00-10-1002,Provisions - Trade Sales,XXX,0.00,213939.91,2019-9,358,Reverses Jnl 2019-4 Journal No. 252,-213939.91,HV09,TC01,29/09/2019 16:48
00-80-8033,Provision for Sales Schemes,ZZX,314309.29,0.00,2019-9,358,Reverses Jnl 2019-4 Journal No. 252,314309.29,HV09,TC01,29/09/2019 16:48
00-10-1001,Trade Sale Recycle Scheme,ZZZ,0.00,314309.29,2019-9,358,Reverses Jnl 2019-4 Journal No. 252,-314309.29,HV09,TC01,29/09/2019 16:48
00-80-8034,Forex Pending,302,0.00,11.53,2019-9,359,,-11.53,AM04,CH20,29/09/2019 15:22
00-70-7022,Forex - Realised Diff,302,11.53,0.00,2019-9,359,,11.53,AM04,CH20,29/09/2019 15:22
00-70-7022,Forex - Realised Diff,1205,0.00,11.53,2019-9,359,,-11.53,AM04,CH20,29/09/2019 15:22
00-70-7023,Forex - Realised Diff,1221,0.00,11.53,2019-9,359,,-11.53,AM04,CH20,29/09/2019 15:22
00-80-8034,Forex Pending,1205,11.53,0.00,2019-9,359,,11.53,AM04,CH20,29/09/2019 15:22
00-80-8034,Forex Pending,1221,11.53,0.00,2019-9,359,,11.53,AM04,CH20,29/09/2019 15:22
00-80-8034,Forex Pending,853,0.00,8.46,2019-9,359,,-8.46,AM04,CH20,29/09/2019 15:22
00-70-7022,Forex - Realised Diff,853,8.46,0.00,2019-9,359,,8.46,AM04,CH20,29/09/2019 15:22
00-80-8040,Forex Holding Account,123,19.46,0.00,2019-9,359,,19.46,AM04,CH20,29/09/2019 15:22
00-70-7022,Forex - Realised Diff,123,0.00,19.46,2019-9,359,,-19.46,AM04,CH20,29/09/2019 15:22
00-80-8039,Forex Holding Account,447,0.00,258.21,2019-9,359,,-258.21,AM04,CH20,29/09/2019 15:22
00-70-7022,Forex - Realised Diff,447,258.21,0.00,2019-9,359,,258.21,AM04,CH20,29/09/2019 15:22
00-80-8036,Forex Holding Account,1208,0.00,843.65,2019-9,359,,-843.65,AM04,CH20,29/09/2019 15:22
00-70-7023,Forex - Realised Diff,1208,843.65,0.00,2019-9,359,,843.65,AM04,CH20,29/09/2019 15:22
00-80-8037,Forex Holding Account,849,0.00,2542.35,2019-9,359,,-2542.35,AM04,CH20,29/09/2019 15:22
00-70-7022,Forex - Realised Diff,849,2542.35,0.00,2019-9,359,,2542.35,AM04,CH20,29/09/2019 15:22
00-80-8038,Forex Holding Account,301,0.00,2994.25,2019-9,359,,-2994.25,AM04,CH20,29/09/2019 15:22
00-70-7022,Forex - Realised Diff,301,2994.25,0.00,2019-9,359,,2994.25,AM04,CH20,29/09/2019 15:22
00-80-8035,Forex Holding Account,1204,0.00,7712.93,2019-9,359,,-7712.93,AM04,CH20,29/09/2019 15:22
00-70-7022,Forex - Realised Diff,1204,7712.93,0.00,2019-9,359,,7712.93,AM04,CH20,29/09/2019 15:22
00-80-8043,Tax Control,XXX,64709.09,0.00,2019-9,360,,64709.09,CH20,SD19,29/09/2019 16:21
00-80-8044,Tax Input,XZZX,0.00,64709.09,2019-9,360,,-64709.09,CH20,SD19,29/09/2019 16:21
00-80-8043,Tax Control,XXX,0.00,79140.53,2019-9,360,,-79140.53,CH20,SD19,29/09/2019 16:21
00-80-8045,Tax Output,ZZXXZ,79140.53,0.00,2019-9,360,,79140.53,CH20,SD19,29/09/2019 16:21
00-80-8045,Tax Output,ZZXXZ,354059.98,0.00,2019-9,360,,354059.98,CH20,SD19,29/09/2019 16:21
00-80-8043,Tax Control,XXX,0.00,354059.98,2019-9,360,,-354059.98,CH20,SD19,29/09/2019 16:21
00-80-8044,Tax Input,XZZX,0.00,887744.75,2019-9,360,,-887744.75,CH20,SD19,29/09/2019 16:21
00-80-8043,Tax Control,XXX,887744.75,0.00,2019-9,360,,887744.75,CH20,SD19,29/09/2019 16:21
00-20-2011,Inventory Adjustment,510,1133.53,0.00,2019-9,361,,1133.53,HV09,CH20,29/09/2019 12:43
00-80-8027,Other Stock Costs,ZZZ,0.00,1133.53,2019-9,361,,-1133.53,HV09,CH20,29/09/2019 12:43
00-20-2011,Inventory Adjustment,507,1286.59,0.00,2019-9,361,,1286.59,HV09,CH20,29/09/2019 12:43
00-80-8027,Other Stock Costs,ZZZ,0.00,1286.59,2019-9,361,,-1286.59,HV09,CH20,29/09/2019 12:43
00-20-2011,Inventory Adjustment,513,5565.91,0.00,2019-9,361,,5565.91,HV09,CH20,29/09/2019 12:43
00-80-8027,Other Stock Costs,ZZZ,0.00,5565.91,2019-9,361,,-5565.91,HV09,CH20,29/09/2019 12:43
00-20-2011,Inventory Adjustment,500,7949.29,0.00,2019-9,361,,7949.29,HV09,CH20,29/09/2019 12:43
00-80-8027,Other Stock Costs,ZZZ,0.00,7949.29,2019-9,361,,-7949.29,HV09,CH20,29/09/2019 12:43
00-20-2011,Inventory Adjustment,504,12028.92,0.00,2019-9,361,,12028.92,HV09,CH20,29/09/2019 12:43
00-80-8027,Other Stock Costs,ZZZ,0.00,12028.92,2019-9,361,,-12028.92,HV09,CH20,29/09/2019 12:43
00-20-2011,Inventory Adjustment,495,17025.85,0.00,2019-9,361,,17025.85,HV09,CH20,29/09/2019 12:43
00-80-8027,Other Stock Costs,ZZZ,0.00,17025.85,2019-9,361,,-17025.85,HV09,CH20,29/09/2019 12:43
00-80-8034,Forex Pending,302,19.28,0.00,2019-9,362,,19.28,ID03,SP18,29/09/2019 12:14
00-70-7022,Forex - Realised Diff,302,0.00,19.28,2019-9,362,,-19.28,ID03,SP18,29/09/2019 12:14
00-80-8034,Forex Pending,853,0.00,50.15,2019-9,362,,-50.15,ID03,SP18,29/09/2019 12:14
00-70-7022,Forex - Realised Diff,853,50.15,0.00,2019-9,362,,50.15,ID03,SP18,29/09/2019 12:14
00-70-7023,Forex - Realised Diff,1221,50.15,0.00,2019-9,362,,50.15,ID03,SP18,29/09/2019 12:14
00-80-8034,Forex Pending,1221,0.00,50.15,2019-9,362,,-50.15,ID03,SP18,29/09/2019 12:14
00-70-7022,Forex - Realised Diff,1205,0.00,51.09,2019-9,362,,-51.09,ID03,SP18,29/09/2019 12:14
00-80-8034,Forex Pending,1205,51.09,0.00,2019-9,362,,51.09,ID03,SP18,29/09/2019 12:14
00-80-8040,Forex Holding Account,123,122.40,0.00,2019-9,362,,122.40,ID03,SP18,29/09/2019 12:14
00-70-7022,Forex - Realised Diff,123,0.00,122.40,2019-9,362,,-122.40,ID03,SP18,29/09/2019 12:14
00-80-8039,Forex Holding Account,447,0.00,869.00,2019-9,362,,-869.00,ID03,SP18,29/09/2019 12:14
00-70-7022,Forex - Realised Diff,447,869.00,0.00,2019-9,362,,869.00,ID03,SP18,29/09/2019 12:14
00-80-8037,Forex Holding Account,849,0.00,8756.84,2019-9,362,,-8756.84,ID03,SP18,29/09/2019 12:14
00-70-7022,Forex - Realised Diff,849,8756.84,0.00,2019-9,362,,8756.84,ID03,SP18,29/09/2019 12:14
00-80-8038,Forex Holding Account,301,0.00,10184.11,2019-9,362,,-10184.11,ID03,SP18,29/09/2019 12:14
00-70-7022,Forex - Realised Diff,301,10184.11,0.00,2019-9,362,,10184.11,ID03,SP18,29/09/2019 12:14
00-80-8036,Forex Holding Account,1208,0.00,12065.00,2019-9,362,,-12065.00,ID03,SP18,29/09/2019 12:14
00-70-7023,Forex - Realised Diff,1208,12065.00,0.00,2019-9,362,,12065.00,ID03,SP18,29/09/2019 12:14
00-80-8035,Forex Holding Account,1204,0.00,26337.64,2019-9,362,,-26337.64,ID03,SP18,29/09/2019 12:14
00-70-7022,Forex - Realised Diff,1204,26337.64,0.00,2019-9,362,,26337.64,ID03,SP18,29/09/2019 12:14
00-20-2008,Inventory-Misc. Costs,426,2928.27,0.00,2019-9,363,,2928.27,AC04,TC01,30/09/2019 16:34
00-20-2009,Inventory-Misc. Costs,426,0.00,2928.27,2019-9,363,,-2928.27,AC04,TC01,30/09/2019 16:34
00-20-2003,CoS-Inventory,890,0.00,9032.48,2019-9,363,,-9032.48,AC04,TC01,30/09/2019 16:34
00-20-2009,Inventory-Misc. Costs,890,9032.48,0.00,2019-9,363,,9032.48,AC04,TC01,30/09/2019 16:34
00-80-8034,Forex Pending,302,50.74,0.00,2019-9,364,,50.74,GL06,TC01,30/09/2019 09:16
00-70-7022,Forex - Realised Diff,302,0.00,50.74,2019-9,364,,-50.74,GL06,TC01,30/09/2019 09:16
00-80-8034,Forex Pending,853,0.00,55.45,2019-9,364,,-55.45,GL06,TC01,30/09/2019 09:16
00-70-7022,Forex - Realised Diff,853,55.45,0.00,2019-9,364,,55.45,GL06,TC01,30/09/2019 09:16
00-70-7023,Forex - Realised Diff,1221,55.45,0.00,2019-9,364,,55.45,GL06,TC01,30/09/2019 09:16
00-80-8034,Forex Pending,1221,0.00,55.45,2019-9,364,,-55.45,GL06,TC01,30/09/2019 09:16
00-70-7022,Forex - Realised Diff,1205,0.00,36.40,2019-9,364,,-36.40,GL06,TC01,30/09/2019 09:16
00-80-8034,Forex Pending,1205,36.40,0.00,2019-9,364,,36.40,GL06,TC01,30/09/2019 09:16
00-80-8040,Forex Holding Account,123,139.11,0.00,2019-9,364,,139.11,GL06,TC01,30/09/2019 09:16
00-70-7022,Forex - Realised Diff,123,0.00,139.11,2019-9,364,,-139.11,GL06,TC01,30/09/2019 09:16
00-80-8039,Forex Holding Account,447,0.00,855.09,2019-9,364,,-855.09,GL06,TC01,30/09/2019 09:16
00-70-7022,Forex - Realised Diff,447,855.09,0.00,2019-9,364,,855.09,GL06,TC01,30/09/2019 09:16
00-80-8037,Forex Holding Account,849,0.00,8677.96,2019-9,364,,-8677.96,GL06,TC01,30/09/2019 09:16
00-70-7022,Forex - Realised Diff,849,8677.96,0.00,2019-9,364,,8677.96,GL06,TC01,30/09/2019 09:16
00-80-8038,Forex Holding Account,301,0.00,10192.04,2019-9,364,,-10192.04,GL06,TC01,30/09/2019 09:16
00-70-7022,Forex - Realised Diff,301,10192.04,0.00,2019-9,364,,10192.04,GL06,TC01,30/09/2019 09:16
00-80-8036,Forex Holding Account,1208,0.00,12128.96,2019-9,364,,-12128.96,GL06,TC01,30/09/2019 09:16
00-70-7023,Forex - Realised Diff,1208,12128.96,0.00,2019-9,364,,12128.96,GL06,TC01,30/09/2019 09:16
00-80-8035,Forex Holding Account,1204,0.00,26278.02,2019-9,364,,-26278.02,GL06,TC01,30/09/2019 09:16
00-70-7022,Forex - Realised Diff,1204,26278.02,0.00,2019-9,364,,26278.02,GL06,TC01,30/09/2019 09:16
00-20-2004,Provision for Obselete Inventory,966,0.00,31893.60,2019-9,365,Reverses Jnl 2019-9 Journal No. 150,-31893.60,ID03,AM04,30/09/2019 08:54
00-80-8028,Provisions - Stock Write-downs,XZX,31893.60,0.00,2019-9,365,Reverses Jnl 2019-9 Journal No. 150,31893.60,ID03,AM04,30/09/2019 08:54
00-80-8037,Forex Holding Account,848,0.00,20315.93,2019-9,366,Reversed By Jnl 2019-10 Journal No. 174,-20315.93,DF18,TC01,30/09/2019 15:07
00-80-8034,Forex Pending,XXXX,20315.93,0.00,2019-9,366,Reversed By Jnl 2019-10 Journal No. 174,20315.93,DF18,TC01,30/09/2019 15:07
00-80-8035,Forex Holding Account,1206,0.00,842851.11,2019-9,366,Reversed By Jnl 2019-10 Journal No. 174,-842851.11,DF18,TC01,30/09/2019 15:07
00-80-8034,Forex Pending,XXXX,842851.11,0.00,2019-9,366,Reversed By Jnl 2019-10 Journal No. 174,842851.11,DF18,TC01,30/09/2019 15:07
00-70-7022,Forex - Realised Diff,1205,5.73,0.00,2019-9,367,,5.73,HV09,SD19,30/09/2019 08:13
00-80-8034,Forex Pending,XXXX,0.00,5.73,2019-9,367,,-5.73,HV09,SD19,30/09/2019 08:13
00-70-7023,Forex - Realised Diff,1221,0.00,9.57,2019-9,367,,-9.57,HV09,SD19,30/09/2019 08:13
00-80-8034,Forex Pending,XXXX,9.57,0.00,2019-9,367,,9.57,HV09,SD19,30/09/2019 08:13
00-80-8034,Forex Pending,XXXX,0.00,3.13,2019-9,367,,-3.13,HV09,SD19,30/09/2019 08:13
00-70-7022,Forex - Realised Diff,302,3.13,0.00,2019-9,367,,3.13,HV09,SD19,30/09/2019 08:13
00-80-8040,Forex Holding Account,123,15.09,0.00,2019-9,367,,15.09,HV09,SD19,30/09/2019 08:13
00-70-7022,Forex - Realised Diff,123,0.00,15.09,2019-9,367,,-15.09,HV09,SD19,30/09/2019 08:13
00-80-8039,Forex Holding Account,447,0.00,149.19,2019-9,367,,-149.19,HV09,SD19,30/09/2019 08:13
00-70-7022,Forex - Realised Diff,447,149.19,0.00,2019-9,367,,149.19,HV09,SD19,30/09/2019 08:13
00-80-8037,Forex Holding Account,849,0.00,1375.48,2019-9,367,,-1375.48,HV09,SD19,30/09/2019 08:13
00-70-7022,Forex - Realised Diff,849,1375.48,0.00,2019-9,367,,1375.48,HV09,SD19,30/09/2019 08:13
00-80-8038,Forex Holding Account,301,0.00,1609.15,2019-9,367,,-1609.15,HV09,SD19,30/09/2019 08:13
00-70-7022,Forex - Realised Diff,301,1609.15,0.00,2019-9,367,,1609.15,HV09,SD19,30/09/2019 08:13
00-80-8036,Forex Holding Account,1208,0.00,4154.14,2019-9,367,,-4154.14,HV09,SD19,30/09/2019 08:13
00-70-7023,Forex - Realised Diff,1208,4154.14,0.00,2019-9,367,,4154.14,HV09,SD19,30/09/2019 08:13
00-80-8035,Forex Holding Account,1204,0.00,4172.56,2019-9,367,,-4172.56,HV09,SD19,30/09/2019 08:13
00-70-7022,Forex - Realised Diff,1204,4172.56,0.00,2019-9,367,,4172.56,HV09,SD19,30/09/2019 08:13
00-80-8043,Tax Control,XXX,19742.51,0.00,2019-9,368,,19742.51,HV09,AS13,30/09/2019 08:42
00-80-8044,Tax Input,XZZX,0.00,19742.51,2019-9,368,,-19742.51,HV09,AS13,30/09/2019 08:42
00-80-8043,Tax Control,XXX,0.00,20229.29,2019-9,368,,-20229.29,HV09,AS13,30/09/2019 08:42
00-80-8045,Tax Output,ZZXXZ,20229.29,0.00,2019-9,368,,20229.29,HV09,AS13,30/09/2019 08:42
00-80-8045,Tax Output,ZZXXZ,52349.71,0.00,2019-9,368,,52349.71,HV09,AS13,30/09/2019 08:42
00-80-8043,Tax Control,XXX,0.00,52349.71,2019-9,368,,-52349.71,HV09,AS13,30/09/2019 08:42
00-80-8044,Tax Input,XZZX,0.00,247659.25,2019-9,368,,-247659.25,HV09,AS13,30/09/2019 08:42
00-80-8043,Tax Control,XXX,247659.25,0.00,2019-9,368,,247659.25,HV09,AS13,30/09/2019 08:42
00-20-2011,Inventory Adjustment,86,0.00,44814.01,2019-9,369,,-44814.01,HV09,TC01,30/09/2019 17:41
00-20-2004,Provision for Obselete Inventory,86,44814.01,0.00,2019-9,369,,44814.01,HV09,TC01,30/09/2019 17:41
